# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3482863	3483579	+	WP_010669034.1	WP_010669034.1		response regulator			A39U_RS0116730	717	238	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3483904	3485220	+							A39U_RS0116735	1317		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3483904	3485220	+	WP_081617527.1	WP_081617527.1		HAMP domain-containing histidine kinase			A39U_RS0116735	1317	438	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3485225	3485926	-					dnaQ		A39U_RS0116740	702		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3485225	3485926	-	WP_010667574.1	WP_010667574.1		DNA polymerase III subunit epsilon	dnaQ		A39U_RS0116740	702	233	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3485923	3486525	-							A39U_RS0116745	603		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3485923	3486525	-	WP_010667573.1	WP_010667573.1		dephospho-CoA kinase			A39U_RS0116745	603	200	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3486531	3487436	-							A39U_RS0116750	906		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3486531	3487436	-	WP_010667572.1	WP_010667572.1		shikimate dehydrogenase			A39U_RS0116750	906	301	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3487436	3488263	-							A39U_RS0116755	828		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3487436	3488263	-	WP_010667571.1	WP_010667571.1		N-formylglutamate amidohydrolase			A39U_RS0116755	828	275	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3488455	3489261	+							A39U_RS0116760	807		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3488455	3489261	+	WP_010667570.1	WP_010667570.1		transglutaminase family protein			A39U_RS0116760	807	268	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3489325	3490089	-							A39U_RS0116765	765		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3489325	3490089	-	WP_010667569.1	WP_010667569.1		glucose 1-dehydrogenase			A39U_RS0116765	765	254	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3490288	3490896	+							A39U_RS0116770	609		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3490288	3490896	+	WP_010667568.1	WP_010667568.1		ATP-binding cassette domain-containing protein			A39U_RS0116770	609	202	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3490900	3491691	+							A39U_RS0116775	792		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3490900	3491691	+	WP_018308535.1	WP_018308535.1		ABC transporter permease			A39U_RS0116775	792	263	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3491907	3494924	+							A39U_RS19310	3018		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3491907	3494924	+	WP_081617528.1	WP_081617528.1		RNA-directed DNA polymerase			A39U_RS19310	3018	1005	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3495482	3496804	+							A39U_RS0116790	1323		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3495482	3496804	+	WP_010668350.1	WP_010668350.1		MFS transporter			A39U_RS0116790	1323	440	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3497095	3499314	+							A39U_RS0116795	2220		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3497095	3499314	+	WP_018308537.1	WP_018308537.1		TonB-dependent receptor			A39U_RS0116795	2220	739	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3499420	3501444	+							A39U_RS0116800	2025		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3499420	3501444	+	WP_132012038.1	WP_132012038.1		FUSC family protein			A39U_RS0116800	2025	674	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3501455	3502774	-							A39U_RS0116805	1320		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3501455	3502774	-	WP_010668550.1	WP_010668550.1		MFS transporter			A39U_RS0116805	1320	439	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3502900	3503853	-							A39U_RS0116810	954		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3502900	3503853	-	WP_010668549.1	WP_010668549.1		SGNH/GDSL hydrolase family protein			A39U_RS0116810	954	317	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3504126	3505370	+							A39U_RS0116815	1245		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3504126	3505370	+	WP_018308539.1	WP_018308539.1		LL-diaminopimelate aminotransferase			A39U_RS0116815	1245	414	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3505367	3506689	+							A39U_RS0116820	1323		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3505367	3506689	+	WP_010667224.1	WP_010667224.1		homoserine dehydrogenase			A39U_RS0116820	1323	440	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3506774	3507772	+					glpX		A39U_RS0116825	999		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3506774	3507772	+	WP_010667225.1	WP_010667225.1		class II fructose-bisphosphatase	glpX		A39U_RS0116825	999	332	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3507795	3509624	+					recJ		A39U_RS0116830	1830		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3507795	3509624	+	WP_018308540.1	WP_018308540.1		single-stranded-DNA-specific exonuclease RecJ	recJ		A39U_RS0116830	1830	609	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3509663	3510532	+							A39U_RS19750	870		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3509663	3510532	+	WP_132012037.1	WP_132012037.1		hypothetical protein			A39U_RS19750	870	289	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3510636	3511589	-							A39U_RS19755	954		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3510636	3511589	-	WP_132012036.1	WP_132012036.1		hypothetical protein			A39U_RS19755	954	317	
gene	pseudogene	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3511997	3512750	+							A39U_RS19315	754		pseudo
CDS	without_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3511997	3512750	+				IS5 family transposase			A39U_RS19315	754		pseudo
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3513273	3514946	-							A39U_RS0116845	1674		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3513273	3514946	-	WP_018308542.1	WP_018308542.1		glycosyltransferase family 39 protein			A39U_RS0116845	1674	557	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3514940	3515680	-							A39U_RS0116850	741		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3514940	3515680	-	WP_018308543.1	WP_018308543.1		glycosyltransferase family 2 protein			A39U_RS0116850	741	246	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3515736	3516242	-							A39U_RS0116855	507		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3515736	3516242	-	WP_010667431.1	WP_010667431.1		ATP synthase F0 subunit B			A39U_RS0116855	507	168	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3516253	3516849	-							A39U_RS0116860	597		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3516253	3516849	-	WP_026200283.1	WP_026200283.1		ATP synthase F0 subunit B'			A39U_RS0116860	597	198	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3516883	3517107	-							A39U_RS0116865	225		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3516883	3517107	-	WP_010667433.1	WP_010667433.1		ATP synthase subunit C			A39U_RS0116865	225	74	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3517159	3517908	-							A39U_RS0116870	750		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3517159	3517908	-	WP_010667434.1	WP_010667434.1		F0F1 ATP synthase subunit A			A39U_RS0116870	750	249	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3517945	3518241	-							A39U_RS0116875	297		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3517945	3518241	-	WP_010667435.1	WP_010667435.1		AtpZ/AtpI family protein			A39U_RS0116875	297	98	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3518456	3521851	+							A39U_RS0116880	3396		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3518456	3521851	+	WP_010667436.1	WP_010667436.1		Hint domain-containing protein			A39U_RS0116880	3396	1131	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3521900	3523630	+							A39U_RS18570	1731		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3521900	3523630	+	WP_018308545.1	WP_018308545.1		glycosyltransferase			A39U_RS18570	1731	576	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3523676	3523876	+							A39U_RS18740	201		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3523676	3523876	+	WP_018308546.1	WP_018308546.1		hypothetical protein			A39U_RS18740	201	66	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3524317	3525876	+					secD		A39U_RS0116890	1560		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3524317	3525876	+	WP_018308547.1	WP_018308547.1		protein translocase subunit SecD	secD		A39U_RS0116890	1560	519	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3525887	3526828	+					secF		A39U_RS0116895	942		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3525887	3526828	+	WP_010667746.1	WP_010667746.1		protein translocase subunit SecF	secF		A39U_RS0116895	942	313	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3526877	3527284	-							A39U_RS0116900	408		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3526877	3527284	-	WP_010667745.1	WP_010667745.1		hypothetical protein			A39U_RS0116900	408	135	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3527659	3528363	+							A39U_RS0116905	705		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3527659	3528363	+	WP_010667744.1	WP_010667744.1		cytidylate kinase			A39U_RS0116905	705	234	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3528388	3528645	+							A39U_RS0116910	258		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3528388	3528645	+	WP_018308548.1	WP_018308548.1		hypothetical protein			A39U_RS0116910	258	85	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3528618	3529463	+							A39U_RS0116915	846		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3528618	3529463	+	WP_010667742.1	WP_010667742.1		cation diffusion facilitator family transporter			A39U_RS0116915	846	281	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3529456	3530388	+							A39U_RS0116920	933		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3529456	3530388	+	WP_010667741.1	WP_010667741.1		cation diffusion facilitator family transporter			A39U_RS0116920	933	310	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3530537	3531907	+							A39U_RS0116925	1371		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3530537	3531907	+	WP_010667740.1	WP_010667740.1		chloride channel protein			A39U_RS0116925	1371	456	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3532017	3532595	+							A39U_RS0116930	579		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3532017	3532595	+	WP_010667739.1	WP_010667739.1		cupin			A39U_RS0116930	579	192	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3532604	3533329	+							A39U_RS0116935	726		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3532604	3533329	+	WP_010667738.1	WP_010667738.1		NAD(P)-binding domain-containing protein			A39U_RS0116935	726	241	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3533352	3534272	-							A39U_RS0116940	921		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3533352	3534272	-	WP_010667737.1	WP_010667737.1		bile acid:sodium symporter family protein			A39U_RS0116940	921	306	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3534367	3535689	-							A39U_RS0116945	1323		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3534367	3535689	-	WP_010667736.1	WP_010667736.1		carbohydrate porin			A39U_RS0116945	1323	440	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3535717	3536136	+							A39U_RS0116950	420		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3535717	3536136	+	WP_010667735.1	WP_010667735.1		secondary thiamine-phosphate synthase enzyme YjbQ			A39U_RS0116950	420	139	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3536145	3536627	-							A39U_RS0116955	483		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3536145	3536627	-	WP_187326311.1	WP_187326311.1		hypothetical protein			A39U_RS0116955	483	160	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3536800	3537846	-							A39U_RS0116960	1047		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3536800	3537846	-	WP_010667733.1	WP_010667733.1		glycosyltransferase family 4 protein			A39U_RS0116960	1047	348	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3538023	3539843	+							A39U_RS0116965	1821		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3538023	3539843	+	WP_010667732.1	WP_010667732.1		ABC transporter ATP-binding protein/permease			A39U_RS0116965	1821	606	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3539889	3540290	+							A39U_RS0116970	402		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3539889	3540290	+	WP_010667731.1	WP_010667731.1		VOC family protein			A39U_RS0116970	402	133	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3540360	3540971	-							A39U_RS0116975	612		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3540360	3540971	-	WP_010667730.1	WP_010667730.1		GPR1/FUN34/YaaH family transporter			A39U_RS0116975	612	203	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3541117	3541740	-							A39U_RS0116980	624		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3541117	3541740	-	WP_164466526.1	WP_164466526.1		trypsin-like peptidase domain-containing protein			A39U_RS0116980	624	207	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3542050	3542466	-							A39U_RS0116985	417		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3542050	3542466	-	WP_010668281.1	WP_010668281.1		cytidine deaminase			A39U_RS0116985	417	138	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3542470	3543459	-					galE		A39U_RS0116990	990		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3542470	3543459	-	WP_010668280.1	WP_010668280.1		UDP-glucose 4-epimerase GalE	galE		A39U_RS0116990	990	329	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3543721	3545016	+					gluP		A39U_RS0116995	1296		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3543721	3545016	+	WP_010668279.1	WP_010668279.1		glucose/galactose MFS transporter	gluP		A39U_RS0116995	1296	431	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3545472	3545996	+							A39U_RS18575	525		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3545472	3545996	+	WP_035350083.1	WP_035350083.1		hypothetical protein			A39U_RS18575	525	174	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3546099	3548882	-							A39U_RS0117005	2784		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3546099	3548882	-	WP_010668821.1	WP_010668821.1		DUF4175 family protein			A39U_RS0117005	2784	927	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3548879	3550222	-					lysA		A39U_RS0117010	1344		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3548879	3550222	-	WP_010668820.1	WP_010668820.1		diaminopimelate decarboxylase	lysA		A39U_RS0117010	1344	447	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3550343	3551332	-							A39U_RS0117015	990		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3550343	3551332	-	WP_010668878.1	WP_010668878.1		glycosyltransferase			A39U_RS0117015	990	329	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3551389	3554388	-							A39U_RS0117020	3000		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3551389	3554388	-	WP_018308552.1	WP_018308552.1		glycosyltransferase			A39U_RS0117020	3000	999	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3554415	3557768	-							A39U_RS0117025	3354		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3554415	3557768	-	WP_010667070.1	WP_010667070.1		glycosyltransferase			A39U_RS0117025	3354	1117	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3557963	3559675	-					rpsA		A39U_RS0117030	1713		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3557963	3559675	-	WP_018308553.1	WP_018308553.1		30S ribosomal protein S1	rpsA		A39U_RS0117030	1713	570	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3560119	3560511	+							A39U_RS18580	393		
